rmf_frac,vcmx_frac,dilefw_frac,ltovrc_frac,sla_frac,qe_frac,bb_frac,smcdry_frac,smcmax_frac,reffrac,wltfrac,smcmax_2,smcmax_3,smcmax_6,smcmax_7,smcmax_9,smcmax_12,smcwlt_2,smcwlt_3,smcwlt_6,smcwlt_7,smcwlt_9,smcwlt_12,smcref_2,smcref_3,smcref_6,smcref_7,smcref_9,smcref_12,smcdry_2,smcdry_3,smcdry_6,smcdry_7,smcdry_9,smcdry_12,bb_2,bb_3,bb_6,bb_7,bb_9,bb_12,sla,rmf,dilefw,ltovrc,vcmx,qe
0.1751,0.9155,0.5233,0.7599,0.5689,0.2233,0.7557,0.9227000000000001,0.5367000000000001,0.8659,0.2867,0.3993764,0.4171104,0.444404,0.4199636,0.4528902,0.5098168000000001,0.0476148,0.061803,0.1126424,0.1500828,0.1797892,0.2620828,0.35220516944,0.36946367766,0.39991476944000004,0.38377258472,0.4162673559000001,0.4765956706000001,0.0476148,0.061803,0.1126424,0.1500828,0.1797892,0.2620828,5.25723,5.455959999999999,6.098924,8.503646,10.082636,13.559802000000001,55.512,0.5253,0.5233,1.5198,92.395,0.07126199999999999
0.7033,0.6113000000000001,0.0879,0.6325000000000001,0.2865,0.0115,0.5769,0.6229,0.2603,0.9755,0.3017,0.3739476,0.3861536,0.411236,0.39011239999999997,0.4235918,0.48107120000000003,0.04827480000000001,0.063153,0.1137224,0.1513428,0.1809292,0.2633428,0.3659686164,0.3782400853,0.4039469168,0.3842625448,0.4176465663,0.4757368542,0.04827480000000001,0.063153,0.1137224,0.1513428,0.1809292,0.2633428,4.55991,4.9553199999999995,5.505307999999999,7.2913820000000005,8.745211999999999,12.154434,32.92,2.1099,0.0879,1.2650000000000001,65.017,0.04161
0.3003,0.29510000000000003,0.0529,0.6389,0.9807,0.1805,0.7323000000000001,0.2097,0.35810000000000003,0.26270000000000004,0.5145000000000001,0.3829452,0.3971072,0.422972,0.4006748,0.4339586,0.4912424,0.05763800000000001,0.082305,0.129044,0.169218,0.197102,0.281218,0.14309620144000001,0.16500353794,0.2062588856,0.23002170136000002,0.25932422882,0.33639140988000005,0.05763800000000001,0.082305,0.129044,0.169218,0.197102,0.281218,5.16597,5.39044,6.021236,8.344994,9.907604,13.375878,88.456,0.9009,0.0529,1.2778,36.559,0.06527
0.5317000000000001,0.30510000000000004,0.9983000000000001,0.1997,0.5017,0.8601000000000001,0.34530000000000005,0.023100000000000002,0.7155,0.18030000000000002,0.2985,0.41582600000000003,0.43713599999999997,0.46586,0.439274,0.471843,0.5284120000000001,0.048134,0.06286499999999999,0.113492,0.15107399999999999,0.180686,0.263074,0.11442886760000001,0.13034606129999998,0.17702395040000002,0.20303646,0.23318160710000002,0.3109144414,0.048134,0.06286499999999999,0.113492,0.15107399999999999,0.180686,0.263074,3.65667,4.30684,4.736396,5.721134,7.012844,10.334058,50.136,1.5951000000000002,0.9983000000000001,0.3994,37.459,0.160414
0.7703,0.29190000000000005,0.10010000000000001,0.2603,0.5611,0.7397,0.0263,0.4081,0.6685000000000001,0.4799,0.0343,0.41150200000000003,0.431872,0.46022,0.434198,0.466861,0.5235240000000001,0.036509200000000006,0.039087,0.0944696,0.1288812,0.1606068,0.2408812,0.21646824472000004,0.22758452149999997,0.26999321696,0.27540273232,0.30757819058,0.37652147972000005,0.036509200000000006,0.039087,0.0944696,0.1288812,0.1606068,0.2408812,2.41257,3.41364,3.677316,3.5583139999999998,4.626723999999999,7.8267180000000005,54.888000000000005,2.3109,0.10010000000000001,0.5206,36.271,0.143558
0.46790000000000004,0.5409,0.34430000000000005,0.6819000000000001,0.0567,0.2269,0.9873000000000001,0.4529,0.1099,0.5849,0.007300000000000001,0.36011079999999995,0.3693088,0.393188,0.3738692,0.4076494,0.4654296,0.035321200000000004,0.036656999999999995,0.0925256,0.1266132,0.1585548,0.2386132,0.22529063703999996,0.23122503781999998,0.26838303776,0.2712332344,0.30425023153999997,0.37127811235999997,0.035321200000000004,0.036656999999999995,0.0925256,0.1266132,0.1585548,0.2386132,6.16047,6.10444,6.8678360000000005,10.073894000000001,11.815004000000002,15.380178,14.536,1.4037000000000002,0.34430000000000005,1.3638000000000001,58.681000000000004,0.071766
0.6383000000000001,0.9019,0.22450000000000003,0.2151,0.11170000000000001,0.6765,0.7903,0.8145,0.9105000000000001,0.1855,0.0675,0.433766,0.458976,0.48926000000000003,0.46033399999999997,0.492513,0.5486920000000001,0.037970000000000004,0.042075,0.09686,0.13167,0.16313,0.24367,0.111390158,0.1194101355,0.1696502,0.192637172,0.2242305465,0.300251581,0.037970000000000004,0.042075,0.09686,0.13167,0.16313,0.24367,5.39217,5.55284,6.213796,8.738234,10.341444,13.831758,18.936,1.9149000000000003,0.22450000000000003,0.4302,91.171,0.13471
0.3933,0.8407,0.49750000000000005,0.43270000000000003,0.4969,0.05210000000000001,0.5599000000000001,0.40390000000000004,0.6365000000000001,0.3841,0.3543,0.408558,0.428288,0.45638,0.43074199999999996,0.463469,0.5201960000000001,0.0505892,0.067887,0.1175096,0.1557612,0.1849268,0.2677612,0.18808501608,0.2063170241,0.24766972064000004,0.26138132527999997,0.29191485902000003,0.36472140668,0.0505892,0.067887,0.1175096,0.1557612,0.1849268,0.2677612,4.49361,4.907719999999999,5.448868,7.176122,8.618052,12.020814000000001,49.752,1.1799,0.49750000000000005,0.8654000000000001,85.663,0.047294
0.5553,0.2219,0.05310000000000001,0.0893,0.2173,0.9935,0.5869,0.2669,0.6025,0.9649000000000001,0.2957,0.40543,0.42447999999999997,0.45230000000000004,0.42706999999999995,0.459865,0.51666,0.048010800000000006,0.062613,0.1132904,0.1508388,0.1804732,0.2628388,0.39288458608000004,0.4117784683,0.4404007630400001,0.41737428488,0.45005834782000004,0.50775087588,0.048010800000000006,0.062613,0.1132904,0.1508388,0.1804732,0.2628388,4.59891,4.98332,5.538508,7.359182,8.820012,12.233034,27.384,1.6659000000000002,0.05310000000000001,0.1786,29.971,0.17909
0.46490000000000004,0.5339,0.4577,0.3147,0.8097000000000001,0.12290000000000001,0.24830000000000002,0.19890000000000002,0.6989000000000001,0.6471,0.0537,0.4142988,0.43527679999999996,0.463868,0.4374812,0.47008340000000004,0.5266856000000001,0.0373628,0.040832999999999994,0.0958664,0.1305108,0.1620812,0.2425108,0.2812780856,0.29607758298,0.33400023536,0.32915134584,0.36138942362000004,0.42640031308000004,0.0373628,0.040832999999999994,0.0958664,0.1305108,0.1620812,0.2425108,3.2783700000000002,4.03524,4.414356,5.063474,6.287284,9.571638,74.77600000000001,1.3947,0.4577,0.6294,58.051,0.057206
0.18830000000000002,0.1665,0.3123,0.8677,0.26570000000000005,0.9809000000000001,0.3805,0.8913,0.9965,0.5135000000000001,0.45010000000000006,0.441678,0.46860799999999997,0.49958,0.469622,0.501629,0.557636,0.0548044,0.076509,0.12440720000000001,0.1638084,0.1922076,0.2758084,0.25346399360000005,0.2778518365,0.31705843280000007,0.32084368360000004,0.3510954889,0.42052687260000005,0.0548044,0.076509,0.12440720000000001,0.1638084,0.1922076,0.2758084,3.7939499999999997,4.4054,4.85326,5.95979,7.27614,10.61073,31.256000000000004,0.5649000000000001,0.3123,1.7354,24.985,0.177326
0.0971,0.4737,0.1063,0.4379,0.3935,0.7209000000000001,0.8469,0.6411,0.8085,0.7069000000000001,0.1427,0.424382,0.44755199999999995,0.47702,0.449318,0.481701,0.538084,0.041278800000000004,0.048843,0.1022744,0.1379868,0.1688452,0.24998679999999998,0.31209445208000003,0.33069039210000006,0.36718206464,0.35806682528,0.39000296502000004,0.45364271068000006,0.041278800000000004,0.048843,0.1022744,0.1379868,0.1688452,0.24998679999999998,5.612909999999999,5.71132,6.401708,9.121982,10.764812,14.276634000000001,41.480000000000004,0.2913,0.1063,0.8758,52.633,0.140926
0.15510000000000002,0.17410000000000003,0.5873,0.6909000000000001,0.4487,0.18409999999999999,0.9971000000000001,0.2555,0.5505,0.2193,0.8131,0.400646,0.418656,0.44606,0.421454,0.454353,0.511252,0.0707764,0.109179,0.15054320000000002,0.19430039999999998,0.2197956,0.30630040000000003,0.14311680327999998,0.1770473061,0.21535003424000002,0.24411518447999997,0.27123403782,0.35124628588,0.0707764,0.109179,0.15054320000000002,0.19430039999999998,0.2197956,0.30630040000000003,6.198690000000001,6.13188,6.900372000000001,10.140338,11.888308000000002,15.457206000000001,45.896,0.46530000000000005,0.5873,1.3818000000000001,25.669000000000004,0.065774
0.5063,0.4535,0.9811000000000001,0.4509,0.8633000000000001,0.3073,0.2551,0.04630000000000001,0.1613,0.8379000000000001,0.3879,0.3648396,0.3750656,0.399356,0.3794204,0.4130978,0.4707752,0.052067600000000006,0.070911,0.1199288,0.1585836,0.18748040000000002,0.2705836,0.3141392588,0.32576213934000003,0.35406085088000006,0.34362275472000003,0.37652521946000006,0.43832414164,0.052067600000000006,0.070911,0.1199288,0.1585836,0.18748040000000002,0.2705836,3.30489,4.054279999999999,4.436932,5.109578,6.3381479999999994,9.625086,79.06400000000001,1.5189,0.9811000000000001,0.9018,50.815,0.083022
0.8673000000000001,0.7455,0.3137,0.5009,0.8833000000000001,0.23070000000000002,0.38630000000000003,0.024300000000000002,0.4847,0.4969,0.3751,0.3945924,0.4112864,0.438164,0.4143476,0.4473782,0.5044088,0.051504400000000006,0.06975899999999999,0.11900720000000001,0.1575084,0.1865076,0.2695084,0.2219848272,0.23946396506,0.27759621392,0.28513179848,0.31613420114,0.38623040876,0.051504400000000006,0.06975899999999999,0.11900720000000001,0.1575084,0.1865076,0.2695084,3.8165700000000005,4.42164,4.872516,5.9991140000000005,7.3195239999999995,10.656318,80.664,2.6019,0.3137,1.0018,77.095,0.072298
0.9633,0.17470000000000002,0.9017000000000001,0.3523,0.8347,0.4721,0.8331000000000001,0.5425,0.1147,0.5431,0.0239,0.3605524,0.36984639999999996,0.393764,0.3743876,0.4081582,0.46592880000000003,0.0360516,0.038151,0.09372079999999999,0.1280076,0.1598164,0.2400076,0.21228798448000002,0.21829477173999998,0.25667426192,0.261816578,0.29469083158,0.36270540372000004,0.0360516,0.038151,0.09372079999999999,0.1280076,0.1598164,0.2400076,5.55909,5.67268,6.355892000000001,9.028418,10.661588000000002,14.168166000000001,76.776,2.8899,0.9017000000000001,0.7046,25.723000000000003,0.106094
0.6637000000000001,0.4403,0.0897,0.7559,0.9475,0.18670000000000003,0.9299000000000001,0.36950000000000005,0.4631,0.7299,0.5715,0.3926052,0.4088672,0.435572,0.41201479999999996,0.4450886,0.5021624,0.060146000000000005,0.087435,0.133148,0.174006,0.201434,0.286006,0.30280797007999993,0.32204836278,0.3538872776,0.34772862311999997,0.37927749254,0.44377855635999996,0.060146000000000005,0.087435,0.133148,0.174006,0.201434,0.286006,5.93661,5.94372,6.677268,9.684722,11.385652,14.929014,85.8,1.9911000000000003,0.0897,1.5118,49.627,0.066138
0.1819,0.7617,0.8451000000000001,0.9185000000000001,0.40270000000000006,0.9557,0.38930000000000003,0.5247,0.7139,0.7859,0.3639,0.4156788,0.4369568,0.46566799999999997,0.43910119999999997,0.4716734,0.5282456,0.051011600000000004,0.068751,0.1182008,0.1565676,0.1856564,0.2685676,0.33760355248,0.35812393822,0.39127527248,0.37861075623999996,0.4104371603,0.4726485402,0.051011600000000004,0.068751,0.1182008,0.1565676,0.1856564,0.2685676,3.82827,4.43004,4.8824760000000005,6.019454,7.341964,10.679898000000001,42.21600000000001,0.5457000000000001,0.8451000000000001,1.8370000000000002,78.553,0.17379799999999998
0.18730000000000002,0.7401,0.46950000000000003,0.6351,0.29390000000000005,0.5581,0.1791,0.6817,0.7311000000000001,0.9793000000000001,0.3795,0.4172612,0.4388832,0.46773200000000004,0.4409588,0.47349660000000005,0.5300344,0.051698,0.070155,0.119324,0.157878,0.186842,0.269878,0.40969404176,0.43125052625999993,0.46051995440000004,0.43509902744000006,0.46756284978000007,0.52464916252,0.051698,0.070155,0.119324,0.157878,0.186842,0.269878,3.00849,3.84148,4.1846119999999996,4.594298,5.769667999999999,9.027726,33.512,0.5619000000000001,0.46950000000000003,1.2702,76.609,0.11813399999999999
0.6409,0.3681,0.1461,0.2995,0.0689,0.0109,0.0733,0.5293,0.6235,0.0581,0.3099,0.407362,0.426832,0.45482,0.429338,0.46209100000000003,0.5188440000000001,0.0486356,0.063891,0.1143128,0.1520316,0.1815524,0.2640316,0.06947760384,0.0849778721,0.13409626832000002,0.16814310183999998,0.19785169266,0.27883620043999996,0.0486356,0.063891,0.1143128,0.1520316,0.1815524,0.2640316,2.59587,3.5452399999999997,3.8333559999999998,3.8769739999999997,4.9782839999999995,8.196138,15.512,1.9227,0.1461,0.599,43.129,0.041526
0.2027,0.19830000000000003,0.6421,0.5503,0.7959,0.4857,0.23470000000000002,0.039099999999999996,0.0085,0.6495,0.5097,0.350782,0.357952,0.38102,0.36291799999999996,0.396901,0.454884,0.0574268,0.081873,0.1286984,0.1688148,0.1967372,0.28081480000000003,0.2479610024,0.26118631049999996,0.2925812792,0.29488482839999997,0.32674358810000004,0.3938727454,0.0574268,0.081873,0.1286984,0.1688148,0.1967372,0.28081480000000003,3.22533,3.99716,4.369204,4.971266,6.185556,9.464742000000001,73.672,0.6081,0.6421,1.1006,27.847,0.10799799999999998
0.4741,0.6981,0.0631,0.07830000000000001,0.5233,0.0605,0.9067000000000001,0.4227,0.5809,0.10170000000000001,0.8237000000000001,0.4034428,0.42206079999999996,0.449708,0.4247372,0.4575754,0.5144136,0.07124280000000001,0.11013300000000001,0.1513064,0.1951908,0.22060120000000003,0.3071908,0.10502754,0.14185605726,0.18165384272,0.21853566888,0.24470147614000004,0.32826535876,0.07124280000000001,0.11013300000000001,0.1513064,0.1951908,0.22060120000000003,0.3071908,5.8461300000000005,5.87876,6.600244,9.527426,11.212116000000002,14.746662,51.864,1.4223000000000001,0.0631,0.15660000000000002,72.82900000000001,0.04847
0.9129,0.45930000000000004,0.1447,0.5793,0.7667,0.040900000000000006,0.7577,0.6479,0.5297000000000001,0.2631,0.7759,0.3987324,0.4163264,0.443564,0.4192076,0.4521482,0.5090888,0.0691396,0.10583100000000001,0.14786480000000002,0.1911756,0.2169684,0.3031756,0.15585546568,0.18752233974,0.22566325952000002,0.2511708192,0.27884420538,0.35735136291999997,0.0691396,0.10583100000000001,0.14786480000000002,0.1911756,0.2169684,0.3031756,5.26503,5.46156,6.105564,8.517206000000002,10.097596,13.575522,71.33600000000001,2.7387,0.1447,1.1586,51.337,0.045726
0.2923,0.5245,0.8123,0.9895,0.1015,0.6465000000000001,0.3693,0.09490000000000001,0.9915,0.8237000000000001,0.2167,0.441218,0.46804799999999996,0.49898,0.469082,0.501099,0.5571160000000001,0.0445348,0.055503,0.1076024,0.1442028,0.1744692,0.2562028,0.37128275184000004,0.3953163165,0.42998012912,0.4118057970400001,0.44351416626,0.5040650028400001,0.0445348,0.055503,0.1076024,0.1442028,0.1744692,0.2562028,3.75027,4.37404,4.816076,5.8838539999999995,7.1923639999999995,10.522698,18.12,0.8769,0.8123,1.979,57.205,0.13051000000000001
0.9367000000000001,0.8343,0.8825000000000001,0.3919,0.0051,0.31910000000000005,0.5353,0.7487,0.46950000000000003,0.4253,0.7255,0.393194,0.409584,0.43634,0.41270599999999996,0.445767,0.502828,0.06692200000000001,0.101295,0.144236,0.186942,0.21313800000000002,0.298942,0.20568548160000003,0.2324103117,0.2684678312,0.2829594292,0.3120751137,0.3856547158,0.06692200000000001,0.101295,0.144236,0.186942,0.21313800000000002,0.298942,4.39767,4.838839999999999,5.367196,7.009334,8.434044,11.827458,10.408,2.8101000000000003,0.8825000000000001,0.7838,85.087,0.084674
0.8451000000000001,0.6821,0.1911,0.5687,0.2209,0.22250000000000003,0.7859,0.0883,0.5887,0.4615,0.4459,0.4041604,0.4229344,0.450644,0.42557959999999995,0.4584022,0.5152248,0.054619600000000004,0.076131,0.1241048,0.1634556,0.19188840000000001,0.2754556,0.21593267919999998,0.2361807691,0.2748026408,0.284425826,0.3148845187,0.38610908580000003,0.054619600000000004,0.076131,0.1241048,0.1634556,0.19188840000000001,0.2754556,5.37501,5.54052,6.199188,8.708402,10.308532,13.797174000000002,27.672,2.5353000000000003,0.1911,1.1374,71.38900000000001,0.07115
0.3017,0.17670000000000002,0.6855,0.0363,0.8043,0.1223,0.6843,0.4647,0.040900000000000006,0.0577,0.9781000000000001,0.3537628,0.3615808,0.38490800000000003,0.3664172,0.4003354,0.45825360000000004,0.0780364,0.124029,0.16242320000000002,0.2081604,0.23233560000000003,0.3201604,0.09394581328000001,0.13773573886,0.17526057296000003,0.21729181736,0.24202918846000004,0.32812837764,0.0780364,0.124029,0.16242320000000002,0.2081604,0.23233560000000003,0.3201604,4.97877,5.25604,5.8618760000000005,8.019554,9.548563999999999,12.998598000000001,74.344,0.9051,0.6855,0.0726,25.903000000000002,0.057122
0.0263,0.8403,0.1617,0.2867,0.9927,0.9939,0.3557,0.7587,0.2529,0.26370000000000005,0.5773,0.3732668,0.38532479999999997,0.410348,0.38931319999999997,0.4228074,0.48030160000000005,0.0604012,0.08795700000000001,0.1335656,0.17449320000000001,0.20187480000000002,0.2864932,0.14290385872000003,0.16637288886,0.20655311888,0.23114123400000003,0.26013472662000003,0.33760047508,0.0604012,0.08795700000000001,0.1335656,0.17449320000000001,0.20187480000000002,0.2864932,3.6972300000000002,4.33596,4.770924,5.791646,7.090636,10.415802,89.416,0.0789,0.1617,0.5734,85.62700000000001,0.179146
0.1543,0.1779,0.3287,0.0935,0.3677,0.4549,0.6445000000000001,0.1267,0.8607,0.6933,0.09970000000000001,0.4291844,0.4533984,0.483284,0.45495559999999996,0.4872342,0.5435128,0.039386800000000007,0.044973,0.0991784,0.1343748,0.1655772,0.2463748,0.30963347608,0.32813432982,0.36547881248,0.35663346864,0.3885819981,0.4523805754,0.039386800000000007,0.044973,0.0991784,0.1343748,0.1655772,0.2463748,4.823550000000001,5.1446,5.7297400000000005,7.74971,9.25086,12.685770000000002,39.416000000000004,0.4629,0.3287,0.187,26.011,0.103686
0.9647,0.5191,0.4011,0.9299000000000001,0.16610000000000003,0.45630000000000004,0.3721,0.39570000000000005,0.6829000000000001,0.8825000000000001,0.33430000000000004,0.4128268,0.4334848,0.461948,0.43575319999999995,0.4683874,0.5250216000000001,0.0497092,0.066087,0.11606960000000001,0.1540812,0.1834068,0.2660812,0.370160482,0.39031555850000005,0.42130728800000006,0.40265673999999996,0.4349021795000001,0.4945961030000001,0.0497092,0.066087,0.11606960000000001,0.1540812,0.1834068,0.2660812,3.76119,4.38188,4.825372,5.902838,7.213308,10.544706,23.288000000000004,2.8941,0.4011,1.8598000000000001,56.719,0.103882
0.43110000000000004,0.19330000000000003,0.5009,0.1773,0.2591,0.9979,0.7181000000000001,0.7171000000000001,0.45690000000000003,0.3821,0.47850000000000004,0.3920348,0.4081728,0.434828,0.41134519999999997,0.44443140000000003,0.5015176,0.05605400000000001,0.079065,0.126452,0.166194,0.194366,0.278194,0.18443226368000004,0.20481709038,0.2442824696,0.25986627352,0.28991598934,0.36352594756,0.05605400000000001,0.079065,0.126452,0.166194,0.194366,0.278194,5.11059,5.3506800000000005,5.974092000000001,8.248718,9.801388,13.264266000000001,30.728,1.2933000000000001,0.5009,0.3546,27.397000000000002,0.179706
0.45310000000000006,0.1447,0.9097000000000001,0.3297,0.6545000000000001,0.8837,0.24570000000000003,0.9797,0.6653,0.7239,0.6105,0.4112076,0.4315136,0.459836,0.43385239999999997,0.4665218,0.5231912000000001,0.061862,0.090945,0.13595600000000002,0.177282,0.20439800000000002,0.289282,0.31475327984,0.33748260954,0.370412732,0.36301331255999997,0.39414941882,0.45860886988000005,0.061862,0.090945,0.13595600000000002,0.177282,0.20439800000000002,0.289282,3.26823,4.02796,4.405724,5.045846,6.267836,9.551202,62.36000000000001,1.3593000000000002,0.9097000000000001,0.6594,23.023,0.163718
0.7145,0.9429000000000001,0.7711,0.7197,0.8301000000000001,0.6113000000000001,0.1751,0.9599000000000001,0.0285,0.7479,0.0989,0.352622,0.36019199999999996,0.38342,0.365078,0.399021,0.45696400000000004,0.0393516,0.044900999999999996,0.0991208,0.1343076,0.1655164,0.2463076,0.27364653216,0.2807071389,0.31174817167999996,0.30690078216000005,0.34015449034,0.40385752156,0.0393516,0.044900999999999996,0.0991208,0.1343076,0.1655164,0.2463076,2.99289,3.8302799999999997,4.171332,4.567178,5.739748,8.996286,76.408,2.1435,0.7711,1.4394,94.861,0.125582
0.46690000000000004,0.1005,0.5549000000000001,0.9111,0.0811,0.6233,0.1809,0.7701,0.7171000000000001,0.24530000000000002,0.6103000000000001,0.4159732,0.4373152,0.466052,0.43944679999999997,0.4720126,0.5285784,0.061853200000000004,0.09092700000000001,0.1359416,0.1772652,0.20438280000000003,0.2892652,0.14871883600000002,0.17589602546000002,0.21691768112,0.24157834648,0.27003238994,0.34796872796,0.061853200000000004,0.09092700000000001,0.1359416,0.1772652,0.20438280000000003,0.2892652,3.01551,3.84652,4.190588,4.606502,5.783132,9.041874,16.488,1.4007,0.5549000000000001,1.8222,19.045,0.127262
